Sample name;Match Score;Polymer;Size (pixels);Size (micrometer2);Major dimension (micrometer);Minor dimension (micrometer);Feret dimension (micrometer);Est Volume (micrometer3);Est Mass (ng)
Inlet_water_Choisy 1;0,793;pp;12;7500;271,2;35,2;55,5;105625,469;100,3442
Inlet_water_Choisy 1;0,615;pp;6;3750;150;31,8;25;47746,48;45,35916
Inlet_water_Choisy 1;0,587;pp;7;4375;175;31,8;25;55704,227;52,91902
Inlet_water_Choisy 1;0,794;pp;13;8125;238,6;43,4;83,5;140911,453;133,86588
Inlet_water_Choisy 1;0,829;pp;12;7500;136,8;69,8;92,1;209409,203;198,93873
Inlet_water_Choisy 1;0,707;polyester;15;9375;136,8;87,3;114,4;327201,906;451,53863
Inlet_water_Choisy 1;0,938;pe;19;11875;152,5;99,2;123,1;471017,844;447,46694
Inlet_water_Choisy 1;0,942;pe;86;53750;371,8;184,1;201;3957523;3759,64675
Inlet_water_Choisy 1;0,791;pp;6;3750;80,9;59;69,7;88526,844;84,1005
Inlet_water_Choisy 1;0,784;pp;11;6875;128,1;68,3;85,6;187949,953;178,55245
Inlet_water_Choisy 1;0,748;polyester;41;25625;267,9;121,8;176,8;1248202,375;1722,51925
Inlet_water_Choisy 1;0,705;polyester;25;15625;170,8;116,5;136,5;728096,563;1004,77325
Inlet_water_Choisy 1;0,663;ps;11;6875;104,1;84,1;104,1;231336,656;240,59011
Inlet_water_Choisy 1;0,722;polyester;52;32500;326;126,9;153,7;1649932,5;2276,90675
Inlet_water_Choisy 1;0,721;polyester;92;57500;345,6;211,8;259;4872082,5;6723,474
Inlet_water_Choisy 1;0,712;polyester;74;46250;336,2;175,1;213,8;3239984,5;4471,1785
Inlet_water_Choisy 1;0,786;pe;13;8125;115,1;89,8;115,1;292008,344;277,40794
Inlet_water_Choisy 1;0,707;polyester;42;26250;215,4;155,2;185,9;1629275,25;2248,39975
Inlet_water_Choisy 1;0,845;pe;14;8750;152,5;73,1;108,3;255732,672;242,94603
Inlet_water_Choisy 1;0,667;polyester;196;122500;622,9;250,4;420,1;12269577;16932,016
Inlet_water_Choisy 1;0,557;pp;10;6250;104,1;76,5;88,2;191187,328;181,62795
Inlet_water_Choisy 1;0,703;polyester;58;36250;258,8;178,3;237,5;2585663,75;3568,216
Inlet_water_Choisy 1;0,721;polyester;96;60000;382,9;199,5;223,2;4787915,5;6607,3235
Inlet_water_Choisy 1;0,656;polyester;21;13125;185,1;90,3;114,8;474038,594;654,17325
Inlet_water_Choisy 1;0,726;polyester;30;18750;185,1;129;165,6;967425,75;1335,0475
Inlet_water_Choisy 1;0,677;polyester;40;25000;265,9;119,7;172,8;1197249;1652,20363
Inlet_water_Choisy 1;0,863;pp;71;44375;361,8;156,2;244;2771987,5;2633,388
Inlet_water_Choisy 1;0,959;pe;21;13125;159,6;104,7;145,7;549612,5;522,13188
Inlet_water_Choisy 1;0,864;pp;93;58125;378,1;195,7;216,3;4551086,5;4323,532
Inlet_water_Choisy 1;0,788;pe;8;5000;104,1;61,2;80,3;122359,891;116,2419
Inlet_water_Choisy 1;0,682;polyester;45;28125;238,6;150,1;187,4;1688471,5;2330,09075
Inlet_water_Choisy 1;0,718;polyester;59;36875;380,7;123,3;191,9;1818841,625;2510,0015
Inlet_water_Choisy 1;0,697;polyester;50;31250;302,8;131,4;187;1642418,375;2266,53725
Inlet_water_Choisy 1;0,824;pp;11;6875;115,1;76;94,3;209071,031;198,61748
Inlet_water_Choisy 1;0,701;polyester;8;5000;104,1;61,2;72,4;122359,891;168,85666
Inlet_water_Choisy 1;0,673;polyester;14;8750;150;74,3;110;259953,063;358,73522
Inlet_water_Choisy 1;0,661;polyester;10;6250;131,1;60,7;78;151788,938;209,46873
Inlet_water_Choisy 1;0,745;polyester;257;160625;567,3;360,5;495,4;23163966;31966,272
Inlet_water_Choisy 1;0,756;pe;8;5000;115,1;55,3;73,5;110583,039;105,05388
Inlet_water_Choisy 1;0,775;pp;11;6875;115,1;76;94,3;209071,031;198,61748
Inlet_water_Choisy 1;0,737;polyester;149;93125;518,9;228,5;431,2;8512037;11746,611
Inlet_water_Choisy 1;0,841;pp;14;8750;115,1;96,8;115,1;338660,563;321,72753
Inlet_water_Choisy 1;0,656;polyester;5;3125;115,1;34,6;45,8;43196,496;59,61116
Inlet_water_Choisy 1;0,933;pe;27;16875;185,1;116,1;136,3;783614,875;744,43413
Inlet_water_Choisy 1;0,834;pe;8;5000;104,1;61,2;72,4;122359,891;116,2419
Inlet_water_Choisy 1;0,829;pe;7;4375;104,1;53,5;64,5;93681,797;88,9977
Inlet_water_Choisy 1;0,739;polyester;25;15625;205,3;96,9;129;605715,5;835,88738
Inlet_water_Choisy 1;0,848;pe;14;8750;128,1;87;103,8;304447,875;289,22547
Inlet_water_Choisy 1;0,712;polyester;20;12500;152,5;104,4;128;521903,438;720,22675
Inlet_water_Choisy 1;0,805;pe;19;11875;150;100,8;135;478791,125;454,85156
Inlet_water_Choisy 1;0,887;pe;12;7500;136,8;69,8;92,1;209409,203;198,93873
Inlet_water_Choisy 1;0,711;polyester;14;8750;159,6;69,8;85,4;244272,25;337,09572
Inlet_water_Choisy 1;0,631;pp;2;1250;50;31,8;25;15915,494;15,11972
Inlet_water_Choisy 1;0,6;pp;1;625;31,8;25;25;6250;5,9375
Inlet_water_Choisy 1;0,631;pp;2;1250;50;31,8;25;15915,494;15,11972
Inlet_water_Choisy 1;0,693;polyester;50;31250;293,1;135,8;211,6;1696979,5;2341,83175
Inlet_water_Choisy 1;0,848;pe;45;28125;301,1;118,9;137;1337813;1270,92238
Inlet_water_Choisy 2;0,665;polyester;11;6875;115,1;76;94,3;209071,031;288,51803
Inlet_water_Choisy 2;0,652;polyester;7;4375;104,1;53,5;64,5;93681,797;129,28088
Inlet_water_Choisy 2;0,767;pe;15;9375;205,3;58,1;94,3;218057,594;207,15472
Inlet_water_Choisy 2;0,75;pe;17;10625;185,1;73,1;91,4;310651,156;295,11859
Inlet_water_Choisy 2;0,754;pe;31;19375;181,1;136,2;167,1;1055840,75;1003,04869
Inlet_water_Choisy 2;0,786;pe;26;16250;199;104;136,4;675838,25;642,04631
Inlet_water_Choisy 2;0,824;ps;29;18125;199;116;139,8;840798,563;874,4305
Inlet_water_Choisy 2;0,727;polyester;37;23125;254,7;115,6;170,5;1069194,375;1475,48825
Inlet_water_Choisy 2;0,757;polyester;22;13750;177,1;98,9;115,4;543792,063;750,43306
Inlet_water_Choisy 2;0,656;polyester;14;8750;183,1;60,8;119,9;212943,781;293,86241
Inlet_water_Choisy 2;0,756;polyester;153;95625;459,9;264,7;288,4;10125691;13973,454
Inlet_water_Choisy 2;0,674;polyester;3;1875;60,4;39,6;42,7;29665,861;40,93889
Inlet_water_Choisy 2;0,754;polyester;32;20000;201,8;126,2;139,9;1009622,688;1393,27925
Inlet_water_Choisy 2;0,759;polyester;31;19375;187,9;131,3;172,8;1017430,688;1404,05438
Inlet_water_Choisy 2;0,845;pe;8;5000;104,1;61,2;72,4;122359,891;116,2419
Inlet_water_Choisy 2;0,705;polyester;50;31250;369,1;107,8;153,9;1347406,75;1859,42125
Inlet_water_Choisy 2;0,656;polyester;12;7500;136,8;69,8;92,1;209409,203;288,98469
Inlet_water_Choisy 2;0,815;pe;21;13125;159,6;104,7;127,1;549612,5;522,13188
Inlet_water_Choisy 2;0,75;pe;8;5000;128,1;49,7;61,4;99411,547;94,44097
Inlet_water_Choisy 2;0,7;polyester;14;8750;115,1;96,8;115,1;338660,563;467,35156
Inlet_water_Choisy 2;0,911;pe;13;8125;131,1;78,9;95,7;256523,266;243,69709
Inlet_water_Choisy 2;0,799;pe;9;5625;104,1;68,8;88,2;154861,719;147,11863
Inlet_water_Choisy 2;0,766;pe;7;4375;115,1;48,4;73,5;84665,141;80,43188
Inlet_water_Choisy 2;0,789;pe;13;8125;115,1;89,8;101,3;292008,344;277,40794
Inlet_water_Choisy 2;0,799;pe;120;75000;534,3;178,7;250,9;5362059;5093,956
Inlet_water_Choisy 2;0,804;pe;3;1875;75;31,8;25;23873,24;22,67958
Inlet_water_Choisy 2;0,813;pe;16;10000;177,1;71,9;82,5;287625,5;273,24422
Inlet_water_Choisy 2;0,699;polyester;36;22500;258,8;110,7;185,3;996141,438;1374,67513
Inlet_water_Choisy 2;0,7;polyester;44;27500;253,4;138,2;189,1;1519729;2097,226
Inlet_water_Choisy 2;0,674;polyester;13;8125;136,8;75,6;103,3;245764,953;339,15563
Inlet_water_Choisy 2;0,808;pe;28;17500;177,1;125,8;154,5;880853,125;836,81044
Inlet_water_Choisy 2;0,78;polyester;80;50000;378,1;168,4;211,7;3367667;4647,3805
Inlet_water_Choisy 2;0,773;pe;20;12500;159,6;99,7;113,2;498514,813;473,58906
Inlet_water_Choisy 2;0,738;polyester;11;6875;150;58,4;75;160481,219;221,46408
Inlet_water_Choisy 2;0,69;polyester;13;8125;136,8;75,6;103,3;245764,953;339,15563
Inlet_water_Choisy 2;0,753;pe;3;1875;75;31,8;25;23873,24;22,67958
Inlet_water_Choisy 2;0,766;pe;10;6250;115,1;69,1;101,3;172785,984;164,14669
Inlet_water_Choisy 2;0,78;polyester;587;366875;928,1;503,3;623,3;73859720;101926,416
Inlet_water_Choisy 2;0,785;pe;4;2500;60,4;52,7;60,4;52739,305;50,10234
Inlet_water_Choisy 2;0,749;polyester;50;31250;323,4;123;175,7;1538117,875;2122,60275
Inlet_water_Choisy 2;0,741;polyester;10;6250;115,1;69,1;94,3;172785,984;238,44466
Inlet_water_Choisy 2;0,776;pe;30;18750;227;105,2;155;788773,25;749,33456
Inlet_water_Choisy 2;0,769;pe;24;15000;177,1;107,9;119,5;647157,375;614,7995
Inlet_water_Choisy 2;0,734;polyester;85;53125;356,2;189,9;298,6;4035481;5568,964
Inlet_water_Choisy 2;0,744;polyester;56;35000;407,8;109,3;176,8;1530049,875;2111,46875
Inlet_water_Choisy 2;0,684;polyester;5;3125;80,9;49,2;58,5;61476,977;84,83823
Inlet_water_Choisy 2;0,757;pe;7;4375;80,9;68,9;80,9;120494,875;114,47013
Inlet_water_Choisy 2;0,739;polyester;30;18750;207;115,3;136,6;864961,125;1193,64638
Inlet_water_Choisy 2;0,788;pe;15;9375;128,1;93,2;109,9;349493,688;332,019
Inlet_water_Choisy 2;0,692;polyester;8;5000;104,1;61,2;80,3;122359,891;168,85666
Inlet_water_Choisy 2;0,734;polyester;14;8750;128,1;87;103,8;304447,875;420,13806
Inlet_water_Choisy 2;0,776;pe;4;2500;60,4;52,7;60,4;52739,305;50,10234
Inlet_water_Choisy 2;0,679;polyester;5;3125;80,9;49,2;58,5;61476,977;84,83823
Inlet_water_Choisy 2;0,797;pe;32;20000;243,6;104,5;156,5;836270,375;794,45688
Inlet_water_Choisy 2;0,708;polyester;8;5000;95,7;66,5;78;133030,047;183,58147
Inlet_water_Choisy 2;0,689;polyester;8;5000;104,1;61,2;88,2;122359,891;168,85666
Inlet_water_Choisy 2;0,757;pe;53;33125;323,4;130,4;226,1;1728229,25;1641,81775
Inlet_water_Choisy 2;0,676;polyester;4;2500;60,4;52,7;60,4;52739,305;72,78024
Inlet_water_Choisy 2;0,731;polyester;10;6250;136,8;58,2;69,7;145423,063;200,68383
Inlet_water_Choisy 2;0,71;polyester;8;5000;95,7;66,5;78;133030,047;183,58147
Inlet_water_Choisy 2;0,751;pe;6;3750;80,9;59;69,7;88526,844;84,1005
Inlet_water_Choisy 2;0,814;pe;21;13125;215,4;77,6;100,5;407318,813;386,95288
Inlet_water_Choisy 2;0,577;pp;3;1875;75;31,8;25;23873,24;22,67958
Inlet_water_Choisy 2;0,824;pe;66;41250;337,7;155,5;185,9;2565948,5;2437,651
Inlet_water_Choisy 2;0,768;polyester;463;289375;1120,4;328,8;496,6;38063864;52528,132
Inlet_water_Choisy 2;0,734;polyester;18;11250;136,8;104,7;125,6;471170,688;650,21556
Inlet_water_Choisy 2;0,798;alkyd;692;432500;1271,6;433,1;777,8;74919528;82411,48
Inlet_water_Choisy 2;0,821;pe;29;18125;184,1;125,4;160,5;908828,25;863,38681
Inlet_water_Choisy 2;0,682;polyester;12;7500;136,8;69,8;80,9;209409,203;288,98469
Inlet_water_Choisy 2;0,738;polyester;177;110625;607,9;231,7;343,5;10253076;14149,245
Inlet_water_Choisy 2;0,685;polyester;28;17500;185,1;120,4;136,3;842735,25;1162,97463
Inlet_water_Choisy 2;0,755;pe;5;3125;80,9;49,2;58,5;61476,977;58,40313
Inlet_water_Choisy 2;0,727;polyester;35;21875;203,5;136,8;165;1197413;1652,42988
Inlet_water_Choisy 2;0,667;polyester;9;5625;115,1;62,2;87,4;139956,656;193,14019
Inlet_water_Choisy 2;0,944;ps;36;22500;327,6;87,5;102,5;787056,438;818,53869
Inlet_water_Choisy 2;0,944;ps;31;19375;327,6;75,3;96,3;583612;606,95644
Inlet_water_Choisy 2;0,803;pe;67;41875;330,2;161,5;268,7;2704893,75;2569,649
Inlet_water_Choisy 2;0,714;polyester;39;24375;273,7;113,4;149,4;1105389,5;1525,4375
Inlet_water_Choisy 2;0,659;polyester;7;4375;104,1;53,5;64,5;93681,797;129,28088
Inlet_water_Choisy 2;0,673;polyester;19;11875;170,8;88,5;102,2;420548,531;580,357
Inlet_water_Choisy 2;0,754;polyester;15;9375;159,6;74,8;90;280414,563;386,97209
Inlet_water_Choisy 2;0,698;polyester;17;10625;136,8;98,9;125,6;420272,656;579,97625
Inlet_water_Choisy 2;0,76;pe;7;4375;80,9;68,9;80,9;120494,875;114,47013
Inlet_water_Choisy 2;0,744;polyester;72;45000;345,6;165,8;191,7;2984035,25;4117,96875
Inlet_water_Choisy 2;0,759;pe;9;5625;104,1;68,8;80,3;154861,719;147,11863
Inlet_water_Choisy 2;0,725;polyester;24;15000;192,7;99,1;125,6;594647,313;820,61331
Inlet_water_Choisy 2;0,716;polyester;21;13125;150;111,4;135;584894,438;807,15431
Inlet_water_Choisy 2;0,699;polyester;20;12500;166,4;95,6;131,1;478168,656;659,87275
Inlet_water_Choisy 2;0,704;polyester;12;7500;115,1;82,9;101,3;248811,844;343,36034
Inlet_water_Choisy 2;0,851;polyester;43;26875;352,4;97,1;193;1043857,438;1440,52325
Inlet_water_Choisy 2;0,746;polyester;12;7500;115,1;82,9;101,3;248811,844;343,36034
Inlet_water_Choisy 2;0,701;polyester;51;31875;266,7;152,2;191,8;1940232,625;2677,521
Inlet_water_Choisy 2;0,742;polyester;35;21875;241,3;115,4;136,2;1010096,813;1393,93363
Inlet_water_Choisy 2;0,654;polyester;13;8125;136,8;75,6;92,1;245764,953;339,15563
Inlet_water_Choisy 2;0,78;polyester;58;36250;337,7;136,7;173,8;1981600,125;2734,60825
Inlet_water_Choisy 2;0,778;pe;40;25000;213,6;149;174,4;1490009,25;1415,50875
Inlet_water_Choisy 2;0,653;polyester;9;5625;104,1;68,8;88,2;154861,719;213,70917
Inlet_water_Choisy 2;0,69;polyester;8;5000;128,1;49,7;61,4;99411,547;137,18794
Inlet_water_Choisy 2;0,727;polyester;59;36875;290,1;161,8;188,9;2386916,25;3293,9445
Inlet_water_Choisy 2;0,753;polyester;138;86250;488;225;272,9;7763732;10713,95
Inlet_water_Choisy 2;0,765;pe;59;36875;273,7;171,5;214,7;2529822,75;2403,3315
Inlet_water_Choisy 2;0,732;polyester;57;35625;250,7;180,9;202,2;2578332;3558,09825
Inlet_water_Choisy 2;0,783;pe;464;290000;806,6;457,8;609,5;53100212;50445,2
Inlet_water_Choisy 2;0,748;polyester;100;62500;378,6;210,2;240,7;5255367;7252,4065
Inlet_water_Choisy 2;0,722;polyester;12;7500;115,1;82,9;101,3;248811,844;343,36034
Inlet_water_Choisy 2;0,726;polyester;21;13125;159,6;104,7;127,1;549612,5;758,46525
Inlet_water_Choisy 2;0,763;polyester;29;18125;217,8;105,9;128,7;768100,188;1059,97825
Inlet_water_Choisy 2;0,728;polyester;35;21875;192,7;144,5;192,7;1264657,875;1745,22788
Inlet_water_Choisy 2;0,756;polyester;419;261875;900,5;370,3;525,2;38784956;53523,24
Inlet_water_Choisy 2;0,651;polyester;22;13750;166,4;105,2;148,7;578584;798,44594
Inlet_water_Choisy 3;0,708;polyester;55;34375;276,2;158,4;226,5;2178503;3006,33425
Inlet_water_Choisy 3;0,653;polyester;15;9375;159,6;74,8;99,3;280414,563;386,97209
Inlet_water_Choisy 3;0,676;polyester;6;3750;104,1;45,9;64,5;68827,445;94,98188
Inlet_water_Choisy 3;0,695;polyester;7;4375;80,9;68,9;80,9;120494,875;166,28292
Inlet_water_Choisy 3;0,71;polyester;20;12500;192,7;82,6;114,4;412949,531;569,87038
Inlet_water_Choisy 3;0,713;polyester;11;6875;152,5;57,4;83,8;157875,766;217,86856
Inlet_water_Choisy 3;0,686;polyester;30;18750;258,2;92,5;154;693535,125;957,0785
Inlet_water_Choisy 3;0,781;pe;4;2500;80,9;39,3;47,4;39345,266;37,378
Inlet_water_Choisy 3;0,698;polyester;21;13125;201,8;82,8;113,4;434808,25;600,03538
Inlet_water_Choisy 3;0,655;polyester;4;2500;60,4;52,7;60,4;52739,305;72,78024
Inlet_water_Choisy 3;0,763;pe;2;1250;50;31,8;25;15915,494;15,11972
Inlet_water_Choisy 3;0,855;pe;7;4375;80,9;68,9;80,9;120494,875;114,47013
Inlet_water_Choisy 3;0,718;polyester;31;19375;193,4;127,5;166;988406,438;1364,00088
Inlet_water_Choisy 3;0,658;polyester;6;3750;80,9;59;69,7;88526,844;122,16705
Inlet_water_Choisy 3;0,711;polyester;21;13125;192,7;86,7;125,6;455276,844;628,28206
Inlet_water_Choisy 3;0,654;polyester;5;3125;80,9;49,2;69,7;61476,977;84,83823
Inlet_water_Choisy 3;0,662;polyester;5;3125;80,9;49,2;58,5;61476,977;84,83823
Inlet_water_Choisy 3;0,717;polyester;69;43125;337,7;162,6;215,1;2805102,25;3871,041
Inlet_water_Choisy 3;0,652;polyester;7;4375;104,1;53,5;64,5;93681,797;129,28088
Inlet_water_Choisy 3;0,706;polyester;11;6875;128,1;68,3;91,7;187949,953;259,37094
Inlet_water_Choisy 3;0,693;polyester;3;1875;60,4;39,6;42,7;29665,861;40,93889
Inlet_water_Choisy 3;0,673;polyester;8;5000;95,7;66,5;78;133030,047;183,58147
Inlet_water_Choisy 3;0,693;polyester;16;10000;150;84,9;110;339530,563;468,55219
Inlet_water_Choisy 3;0,695;polyester;18;11250;170,8;83,9;115;377445,25;520,87444
Inlet_water_Choisy 3;0,721;polyester;9;5625;104,1;68,8;80,3;154861,719;213,70917
Inlet_water_Choisy 3;0,676;polyester;6;3750;80,9;59;80,9;88526,844;122,16705
Inlet_water_Choisy 3;0,692;polyester;9;5625;104,1;68,8;80,3;154861,719;213,70917
Inlet_water_Choisy 3;0,677;polyester;2;1250;50;31,8;25;15915,494;21,96338
Inlet_water_Choisy 3;0,684;polyester;8;5000;115,1;55,3;66,6;110583,039;152,60459
Inlet_water_Choisy 3;0,715;polyester;13;8125;159,6;64,8;80,7;210622,5;290,65906
Inlet_water_Choisy 3;0,7;polyester;14;8750;136,8;81,4;114,4;285029,188;393,34028
Inlet_water_Choisy 3;0,672;pp;15;9375;152,5;78,3;93,6;293570,625;278,89209
Inlet_water_Choisy 3;0,673;polyester;5;3125;80,9;49,2;58,5;61476,977;84,83823
Inlet_water_Choisy 3;0,692;polyester;5;3125;80,9;49,2;58,5;61476,977;84,83823
Inlet_water_Choisy 3;0,671;polyester;4;2500;75;42,4;50;42441,32;58,56902
Inlet_water_Choisy 3;0,662;polyester;52;32500;279,2;148,2;230;1926404,625;2658,43825
Inlet_water_Choisy 3;0,786;pe;4;2500;75;42,4;50;42441,32;40,31925
Inlet_water_Choisy 3;0,685;polyester;6;3750;100;47,7;50;71619,727;98,83522
Inlet_water_Choisy 3;0,723;polyester;31;19375;288,9;85,4;128;661760,188;913,22906
Inlet_water_Choisy 3;0,654;polyester;24;15000;185,1;103,2;134,3;619152,438;854,43038
Inlet_water_Choisy 3;0,646;ps;2;1250;50;31,8;25;15915,494;16,55211
Inlet_water_Choisy 3;0,72;polyester;33;20625;228,9;114,7;166;946664,375;1306,39688
Inlet_water_Choisy 3;0,66;polyester;4;2500;75;42,4;50;42441,32;58,56902
Inlet_water_Choisy 3;0,686;polyester;12;7500;131,1;72,9;113,4;218576,047;301,63494
Inlet_water_Choisy 3;0,704;polyester;19;11875;159,6;94,7;108,6;449909,625;620,87525
Inlet_water_Choisy 3;0,871;pp;67;41875;709,4;75,2;154,2;1258853,625;1195,91088
Inlet_water_Choisy 3;0,618;pp;69;43125;589,8;93,1;197,7;1605847,125;1525,55475
Inlet_water_Choisy 3;0,657;pp;6;3750;95,7;49,9;60,4;74829,398;71,08793
Inlet_water_Choisy 3;0,675;polyester;10;6250;128,1;62,1;85,6;155330,547;214,35616
Inlet_water_Choisy 3;0,794;pp;107;66875;889,6;95,7;199,2;2560502,75;2432,4775
Inlet_water_Choisy 3;0,556;pp;2;1250;50;31,8;25;15915,494;15,11972
Inlet_water_Choisy 3;0,823;pp;38;23750;478,4;63,2;192,3;600469,813;570,44631
Inlet_water_Choisy 3;0,621;pp;2;1250;50;31,8;25;15915,494;15,11972
Inlet_water_Choisy 3;0,557;pp;9;5625;170,8;41,9;85;94361,313;89,64324
Inlet_water_Choisy 3;0,733;pp;11;6875;201,8;43,4;109,9;119301,125;113,33607
Inlet_water_Choisy 3;0,821;pp;23;14375;438,8;41,7;97,5;239825,75;227,83445
Inlet_water_Choisy 3;0,591;pp;2;1250;60,4;26,4;25;13184,826;12,52558
Inlet_water_Choisy 3;0,7;polyester;9;5625;115,1;62,2;101,3;139956,656;193,14019
Inlet_water_Choisy 3;0,707;polyester;5;3125;100;39,8;50;49735,918;68,63557
Inlet_water_Choisy 3;0,678;polyester;6;3750;131,1;36,4;42,7;54644,012;75,40873
Inlet_water_Choisy 3;0,652;pp;28;17500;331,7;67,2;159,5;470240,125;446,72813
Inlet_water_Choisy 3;0,725;pp;2;1250;50;31,8;25;15915,494;15,11972
Inlet_water_Choisy 3;0,56;pp;8;5000;183,1;34,8;64,5;69532,672;66,05604
Inlet_water_Choisy 3;0,882;pp;47;29375;504,1;74,2;190;871775,438;828,18663
Inlet_water_Choisy 3;0,568;pp;2;1250;50;31,8;25;15915,494;15,11972
Inlet_water_Choisy 3;0,804;pp;52;32500;566,7;73;227,3;949326,875;901,8605
Inlet_water_Choisy 3;0,859;pp;67;41875;792,3;67,3;157,5;1127232,75;1070,87113
Inlet_water_Choisy 3;0,762;pp;5;3125;104,1;38,2;48,7;47796,832;45,40699
Inlet_water_Choisy 3;0,765;pp;7;4375;150;37,1;50;64988,266;61,73885
Inlet_water_Choisy 3;0,563;pp;2;1250;50;31,8;25;15915,494;15,11972
Inlet_water_Choisy 3;0,839;pp;86;53750;837;81,8;352,8;1757913,125;1670,0175
Inlet_water_Choisy 3;0,552;pp;2;1250;50;31,8;25;15915,494;15,11972
Inlet_water_Choisy 3;0,604;pp;3;1875;75;31,8;25;23873,24;22,67958
Inlet_water_Choisy 3;0,868;pp;119;74375;875,6;108,2;316,3;3217604,5;3056,72425
Inlet_water_Choisy 3;0,574;pp;7;4375;95,7;58,2;95,7;101851,133;96,75858
Inlet_water_Choisy 3;0,586;pp;4;2500;100;31,8;25;31830,988;30,23944
Inlet_water_Choisy 3;0,585;pp;3;1875;80,9;29,5;36,2;22131,711;21,02513
Inlet_water_Choisy 3;0,568;pp;2;1250;50;31,8;25;15915,494;15,11972
Inlet_water_Choisy 3;0,625;pp;17;10625;183,1;73,9;119,9;313983,406;298,28422
Inlet_water_Choisy 3;0,576;pp;7;4375;100;55,7;75;97482,406;92,60828
Inlet_water_Choisy 3;0,608;pp;10;6250;177,1;44,9;78,4;112353,727;106,73604
Inlet_water_Choisy 3;0,607;pp;4;2500;100;31,8;25;31830,988;30,23944
Inlet_water_Choisy 3;0,63;pp;18;11250;226,6;63,2;133,5;284510,813;270,28528
Inlet_water_Choisy 3;0,622;pp;30;18750;293,1;81,5;168,3;610912,625;580,367
Inlet_water_Choisy 3;0,591;pp;7;4375;150;37,1;75;64988,266;61,73885
Inlet_water_Choisy 3;0,558;pp;4;2500;80,9;39,3;47,4;39345,266;37,378
Inlet_water_Choisy 3;0,668;pp;16;10000;170,8;74,6;115;298228,344;283,31694
Inlet_water_Choisy 3;0,623;pp;10;6250;159,6;49,9;99,3;124628,703;118,39727
Inlet_water_Choisy 3;0,687;pp;5;3125;95,7;41,6;42,7;51964,863;49,36662
Inlet_water_Choisy 3;0,616;pp;2;1250;50;31,8;25;15915,494;15,11972
Inlet_water_Choisy 3;0,862;pp;28;17500;371,8;59,9;120,7;419510,219;398,53469
Inlet_water_Choisy 3;0,557;pp;3;1875;75;31,8;25;23873,24;22,67958
Inlet_water_Choisy 3;0,592;pp;2;1250;50;31,8;25;15915,494;15,11972
Inlet_water_Choisy 3;0,682;pp;65;40625;504,3;102,6;302,1;1666890,75;1583,54625
Inlet_water_Choisy 3;0,55;pp;5;3125;95,7;41,6;60,4;51964,863;49,36662
Inlet_water_Choisy 3;0,856;pp;120;75000;603,1;158,3;480,5;4750342,5;4512,8255
Inlet_water_Choisy 3;0,552;pp;7;4375;115,1;48,4;73,5;84665,141;80,43188
Inlet_water_Choisy 3;0,865;pp;13;8125;275;37,6;80;122259,938;116,14694
Inlet_water_Choisy 3;0,641;pp;3;1875;95,7;24,9;25;18707,35;17,77198
Inlet_water_Choisy 3;0,849;pp;55;34375;745,9;58,7;228,3;806849,563;766,50706
Inlet_water_Choisy 3;0,643;pp;53;33125;389,8;108,2;286,3;1433500,625;1361,82563
Inlet_water_Choisy 3;0,604;pp;18;11250;231,2;62;109,9;278850,438;264,90791
Inlet_water_Choisy 3;0,809;pp;2;1250;50;31,8;25;15915,494;15,11972
Inlet_water_Choisy 3;0,697;pp;10;6250;170,8;46,6;106,5;116495,445;110,67067
Inlet_water_Choisy 3;0,68;pp;3;1875;75;31,8;25;23873,24;22,67958
Inlet_water_Choisy 3;0,784;pp;47;29375;481,9;77,6;226;911996,313;866,3965
Inlet_water_Choisy 3;0,595;pp;14;8750;226,6;49,2;77,7;172111,484;163,50591
Inlet_water_Choisy 3;0,577;pp;6;3750;136,8;34,9;58,5;52352,301;49,73468
Inlet_water_Choisy 3;0,566;pp;5;3125;125;31,8;25;39788,734;37,7993
Inlet_water_Choisy 3;0,872;pp;107;66875;860,2;99;344,5;2647816,25;2515,4255
Inlet_water_Choisy 3;0,609;pp;12;7500;300;31,8;25;95492,961;90,71831
Inlet_water_Choisy 3;0,564;pp;3;1875;75;31,8;25;23873,24;22,67958
Inlet_water_Choisy 3;0,65;pp;11;6875;275;31,8;25;87535,219;83,15845
Inlet_water_Choisy 3;0,574;pp;4;2500;100;31,8;25;31830,988;30,23944
Inlet_water_Choisy 3;0,56;pp;3;1875;75;31,8;25;23873,24;22,67958
Inlet_water_Choisy 3;0,796;pp;11;6875;183,1;47,8;112;131460,188;124,88718
Inlet_water_Choisy 3;0,705;pp;9;5625;177,1;40,4;74,3;91006,523;86,4562
Inlet_water_Choisy 3;0,68;polyester;24;15000;159,6;119,6;150,3;717861,313;990,64863
Inlet_water_Choisy 3;0,632;pvac;2;1250;50;31,8;25;15915,494;20,53099
Inlet_water_Choisy 3;0,691;polyester;12;7500;131,1;72,9;95,7;218576,047;301,63494
Inlet_water_Choisy 3;0,718;polyester;42;26250;331,7;100,8;167,6;1058040,375;1460,09575
Inlet_water_Choisy 3;0,698;ps;16;10000;150;84,9;120;339530,563;353,11178
Inlet_water_Choisy 3;0,698;polyester;8;5000;95,7;66,5;78;133030,047;183,58147
Inlet_water_Choisy 3;0,706;polyester;19;11875;166,4;90,9;95,7;431547,219;595,53519
